issue_key,ticket_title,ticket_description,subtask_title,subtask_reasoning,label
USERGRID-536,Change our index structure for static mapping and cleanup api,"Currently, our dynamic mapping causes several issues with elastic search.  We should change our mapping to use a static structure, and resolve this operational pain.  We need to make the following changes.  h2. Modify our IndexScope  This should more closely resemble the elements of an edge since this represents an edge. It will simplify the use of our query module and make development clearer.  This scope should be refactored into the following objects.    * IndexEdge - Id, name, timestamp, edgeType (source or target) * SearchEdge - Id, name, edgeType  Note: edgeType is the type of the Id within the edge.  Does this Id represent a source Id, or does it represent a targetId?  The entity to be indexed will implicitly be the opposite of the type specified.  I.E if it's a source edge, the document is the target.  If it's a target edge, the document is the source.  These values should also be stored within our document, so that we can index our documents.  Note that we perform bidirectional indexing in some cases, such was users, groups etc.  When we do this, we need to ensure that mark the direction of the edge appropriately.  h2. Change default sort ordering  When sorting is unspecified, we should order by timestamp descending from our index edge.  This ensures that we retain the correct edge time semantics, and will properly order collections and connections  h2. Remove the legacy query class  We don't need the Query class, it has far too many functions to be a well encapsulated object.  Instead, we should simply take the string QL, the SearchEdge and the limit to return our candidates.  From there, we should parse and visit the query internally to the query logic, NOT externally.  h2. Create a static mapping  The mapping should contains the following static fields.  * entityId - The entity id * entityType - The entity type (from the id) * entityVersion - The entity version * edgeId - The edge Id * edgeName - The edge name * edgeTimestamp - The edge timestamp * edgeType - source | target * edgeSearch - edgeId + edgeName + edgeType   It will then contain an array of """"""""fields""""""""  Each of these fields will have the following formation.      We will define a field type for each type of field.  Note that each field tuple will always contain a single field and a single value.  Possible field types are the following.  * string - This will be mapped into 2 mapping with multi mappings.  It will be a string unanalyzed, and an analyzed string.  The 2 fields will then be """"""""string_u"""""""" and """"""""string_a"""""""".  The Query visitor will need to update the field name appropriately * long - An unanalyzed long * double - An unanalyzed double * boolean - An unanalyzed boolean * location - A geolocation field * uuid - A UUID stored as an unanalyzed string  The entity path will be a flattened path from the root json element to the max json element.  It can be though of as a path through the tree of json elements.  We will use a dot '.' to delimit the fields.  X.Y.Z for nested objects.  Primitive arrays will contain a field object for each element in the array.  h2. Indexing    When indexing entities, we will no longer modify or prefix field names.  They will be inserted into the value exactly as their path appears after lower case.  h2. Querying    When querying, the """"""""contains"""""""" operation for a string will need to use the """"""""string_a"""""""" data type.  When using =, we will need to use the string_u data type.  Each criteria will need to use nested object querying, to ensure the property name and property value are both part of the same field tuple.   h3. References  Multi Field Mapping: http://www.elastic.co/guide/en/elasticsearch/reference/current/_multi_fields.html Nested Objects: http://www.elastic.co/guide/en/elasticsearch/guide/current/nested-objects.html Nested Object Search: http://www.elastic.co/guide/en/elasticsearch/guide/master/nested-sorting.html",Redesign query logic for simplified search operations,"Removing the legacy Query class and replacing it with internal parsing aligns with improvements seen in tickets like DURACLOUD-39, but involves more code change impact.",inferred
USERGRID-536,Change our index structure for static mapping and cleanup api,"Currently, our dynamic mapping causes several issues with elastic search.  We should change our mapping to use a static structure, and resolve this operational pain.  We need to make the following changes.  h2. Modify our IndexScope  This should more closely resemble the elements of an edge since this represents an edge. It will simplify the use of our query module and make development clearer.  This scope should be refactored into the following objects.    * IndexEdge - Id, name, timestamp, edgeType (source or target) * SearchEdge - Id, name, edgeType  Note: edgeType is the type of the Id within the edge.  Does this Id represent a source Id, or does it represent a targetId?  The entity to be indexed will implicitly be the opposite of the type specified.  I.E if it's a source edge, the document is the target.  If it's a target edge, the document is the source.  These values should also be stored within our document, so that we can index our documents.  Note that we perform bidirectional indexing in some cases, such was users, groups etc.  When we do this, we need to ensure that mark the direction of the edge appropriately.  h2. Change default sort ordering  When sorting is unspecified, we should order by timestamp descending from our index edge.  This ensures that we retain the correct edge time semantics, and will properly order collections and connections  h2. Remove the legacy query class  We don't need the Query class, it has far too many functions to be a well encapsulated object.  Instead, we should simply take the string QL, the SearchEdge and the limit to return our candidates.  From there, we should parse and visit the query internally to the query logic, NOT externally.  h2. Create a static mapping  The mapping should contains the following static fields.  * entityId - The entity id * entityType - The entity type (from the id) * entityVersion - The entity version * edgeId - The edge Id * edgeName - The edge name * edgeTimestamp - The edge timestamp * edgeType - source | target * edgeSearch - edgeId + edgeName + edgeType   It will then contain an array of """"""""fields""""""""  Each of these fields will have the following formation.      We will define a field type for each type of field.  Note that each field tuple will always contain a single field and a single value.  Possible field types are the following.  * string - This will be mapped into 2 mapping with multi mappings.  It will be a string unanalyzed, and an analyzed string.  The 2 fields will then be """"""""string_u"""""""" and """"""""string_a"""""""".  The Query visitor will need to update the field name appropriately * long - An unanalyzed long * double - An unanalyzed double * boolean - An unanalyzed boolean * location - A geolocation field * uuid - A UUID stored as an unanalyzed string  The entity path will be a flattened path from the root json element to the max json element.  It can be though of as a path through the tree of json elements.  We will use a dot '.' to delimit the fields.  X.Y.Z for nested objects.  Primitive arrays will contain a field object for each element in the array.  h2. Indexing    When indexing entities, we will no longer modify or prefix field names.  They will be inserted into the value exactly as their path appears after lower case.  h2. Querying    When querying, the """"""""contains"""""""" operation for a string will need to use the """"""""string_a"""""""" data type.  When using =, we will need to use the string_u data type.  Each criteria will need to use nested object querying, to ensure the property name and property value are both part of the same field tuple.   h3. References  Multi Field Mapping: http://www.elastic.co/guide/en/elasticsearch/reference/current/_multi_fields.html Nested Objects: http://www.elastic.co/guide/en/elasticsearch/guide/current/nested-objects.html Nested Object Search: http://www.elastic.co/guide/en/elasticsearch/guide/master/nested-sorting.html",Implement new field naming conventions for indexing and querying,"Adopting lower-cased flattened paths for both storage and query is a larger effort than previous index alias or mapping tweaks, affecting data ingestion and search behavior.",grounded
USERGRID-536,Change our index structure for static mapping and cleanup api,"Currently, our dynamic mapping causes several issues with elastic search.  We should change our mapping to use a static structure, and resolve this operational pain.  We need to make the following changes.  h2. Modify our IndexScope  This should more closely resemble the elements of an edge since this represents an edge. It will simplify the use of our query module and make development clearer.  This scope should be refactored into the following objects.    * IndexEdge - Id, name, timestamp, edgeType (source or target) * SearchEdge - Id, name, edgeType  Note: edgeType is the type of the Id within the edge.  Does this Id represent a source Id, or does it represent a targetId?  The entity to be indexed will implicitly be the opposite of the type specified.  I.E if it's a source edge, the document is the target.  If it's a target edge, the document is the source.  These values should also be stored within our document, so that we can index our documents.  Note that we perform bidirectional indexing in some cases, such was users, groups etc.  When we do this, we need to ensure that mark the direction of the edge appropriately.  h2. Change default sort ordering  When sorting is unspecified, we should order by timestamp descending from our index edge.  This ensures that we retain the correct edge time semantics, and will properly order collections and connections  h2. Remove the legacy query class  We don't need the Query class, it has far too many functions to be a well encapsulated object.  Instead, we should simply take the string QL, the SearchEdge and the limit to return our candidates.  From there, we should parse and visit the query internally to the query logic, NOT externally.  h2. Create a static mapping  The mapping should contains the following static fields.  * entityId - The entity id * entityType - The entity type (from the id) * entityVersion - The entity version * edgeId - The edge Id * edgeName - The edge name * edgeTimestamp - The edge timestamp * edgeType - source | target * edgeSearch - edgeId + edgeName + edgeType   It will then contain an array of """"""""fields""""""""  Each of these fields will have the following formation.      We will define a field type for each type of field.  Note that each field tuple will always contain a single field and a single value.  Possible field types are the following.  * string - This will be mapped into 2 mapping with multi mappings.  It will be a string unanalyzed, and an analyzed string.  The 2 fields will then be """"""""string_u"""""""" and """"""""string_a"""""""".  The Query visitor will need to update the field name appropriately * long - An unanalyzed long * double - An unanalyzed double * boolean - An unanalyzed boolean * location - A geolocation field * uuid - A UUID stored as an unanalyzed string  The entity path will be a flattened path from the root json element to the max json element.  It can be though of as a path through the tree of json elements.  We will use a dot '.' to delimit the fields.  X.Y.Z for nested objects.  Primitive arrays will contain a field object for each element in the array.  h2. Indexing    When indexing entities, we will no longer modify or prefix field names.  They will be inserted into the value exactly as their path appears after lower case.  h2. Querying    When querying, the """"""""contains"""""""" operation for a string will need to use the """"""""string_a"""""""" data type.  When using =, we will need to use the string_u data type.  Each criteria will need to use nested object querying, to ensure the property name and property value are both part of the same field tuple.   h3. References  Multi Field Mapping: http://www.elastic.co/guide/en/elasticsearch/reference/current/_multi_fields.html Nested Objects: http://www.elastic.co/guide/en/elasticsearch/guide/current/nested-objects.html Nested Object Search: http://www.elastic.co/guide/en/elasticsearch/guide/master/nested-sorting.html",Update data ingestion to support new field structures,Ensuring all data pipelines accommodate the new static schema requires changes beyond what was needed in past tickets focused on single-field adjustments.,inferred
XD-2905,Complete remaining work for the DEBS challenge,"As a developer, I'd like to complete the remaining work with DEBS challenge, so I can submit by the deadline.",Finalize DEBS challenge implementation,"Completes core functionality required for the challenge, similar in effort to DM-6209's ad-hoc requests epic.",grounded
XD-2905,Complete remaining work for the DEBS challenge,"As a developer, I'd like to complete the remaining work with DEBS challenge, so I can submit by the deadline.",Integrate remaining data pipelines,Addresses outstanding integration tasks comparable to smaller past deliverables like DM-8559.,inferred
XD-2905,Complete remaining work for the DEBS challenge,"As a developer, I'd like to complete the remaining work with DEBS challenge, so I can submit by the deadline.",Testing and validation for challenge requirements,"Ensures all DEBS-specific criteria are met, akin to the minimal QA effort in DM-355.",inferred
XD-2905,Complete remaining work for the DEBS challenge,"As a developer, I'd like to complete the remaining work with DEBS challenge, so I can submit by the deadline.",Documentation and submission preparation,"Handles final docs and submission process, similar to DM-12031's presentation prep but scaled for a full deliverable.",inferred
XD-124,Clean shutdown of redis in xd-container,"Need to shutdown cleanly, no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation)",Identify Redis instance within XD container,Determine how to locate and isolate the Redis instance for orderly shutdown.,inferred
XD-124,Clean shutdown of redis in xd-container,"Need to shutdown cleanly, no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation)",Implement ordered component shutdown sequence,"Ensure components are shut down in creation order, leveraging existing stream flow logic but customizing for Redis.",inferred
XD-124,Clean shutdown of redis in xd-container,"Need to shutdown cleanly, no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation)",Send graceful shutdown command to Redis,"Execute a safe shutdown signal (e.g., SHUTDOWN or STOP) with timeout support.",inferred
XD-124,Clean shutdown of redis in xd-container,"Need to shutdown cleanly, no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation)",Verify completion of shutdown and log outcome,,inferred
MXNET-475,test epic,epic success,Define Epic Objectives,Clarify high-level goals to ensure alignment with project success criteria.,inferred
MXNET-475,test epic,epic success,Design Solution Architecture,Map out the system components and interactions required for successful epic delivery.,inferred
MXNET-475,test epic,epic success,Develop Core Features,Implement essential functionality that enables the epic to achieve its success criteria.,grounded
MXNET-475,test epic,epic success,Integrate with Existing Systems,Ensure compatibility and seamless interaction with other components.,inferred
MXNET-475,test epic,epic success,Testing & Validation,Conduct thorough testing to validate that the epic meets success metrics.,grounded
NEXUS-4726,Make Feeds UI resilient to 404,"Make Feeds UI resilient to 404, since it might become a """"""""normal state"""""""" of an instance to operate without feeds present (they are in a removable plugin!).    Also, we might consider the Feed UI move into the timeline plugin too, if it proves that UI is actually not a """"""""generic and fully capable RSS reader"""""""" (but it actually relies on some DTOs present in timeline REST API).",Design UI resilience pattern,Implement fallback logic in the feed UI to handle missing or 404'd items gracefully.,inferred
NEXUS-4726,Make Feeds UI resilient to 404,"Make Feeds UI resilient to 404, since it might become a """"""""normal state"""""""" of an instance to operate without feeds present (they are in a removable plugin!).    Also, we might consider the Feed UI move into the timeline plugin too, if it proves that UI is actually not a """"""""generic and fully capable RSS reader"""""""" (but it actually relies on some DTOs present in timeline REST API).",Update feed loading logic for error handling,Modify the feed fetch code to retry or skip 404 responses and display appropriate UI state.,grounded
NEXUS-4726,Make Feeds UI resilient to 404,"Make Feeds UI resilient to 404, since it might become a """"""""normal state"""""""" of an instance to operate without feeds present (they are in a removable plugin!).    Also, we might consider the Feed UI move into the timeline plugin too, if it proves that UI is actually not a """"""""generic and fully capable RSS reader"""""""" (but it actually relies on some DTOs present in timeline REST API).",Integrate with plugin lifecycle events,,inferred
DM-14116,Learn how to rerun command-line drivers on lsst-dev,"Yusra showed me how to source the latest weekly build of the pipeline and running command-line tasks on HSC data on lsst-dev, e.g.:    source scl_source enable devtoolset-6; source /software/lsstsw/stack3/loadLSST.bash    setup lsst_distrib -t w_2018_14 # For that week    mkdir /project/<USER>cmodelconfigs/    multiBandDriver.py /datasets/hsc/repo --calib /datasets/hsc/repo/CALIB/ --rerun RC/w_2018_14/DM-13890:private/<USER>cmodelconfigs/w_2018_14 --id tract=9813 patch=3,4 filter=HSC-G^HSC-R^HSC-I^HSC-Z^HSC-Y^NB0921",Demonstrate sourcing latest build,"Shows how to source the pipeline and weekly build, as in DM-12461.",grounded
DM-14116,Learn how to rerun command-line drivers on lsst-dev,"Yusra showed me how to source the latest weekly build of the pipeline and running command-line tasks on HSC data on lsst-dev, e.g.:    source scl_source enable devtoolset-6; source /software/lsstsw/stack3/loadLSST.bash    setup lsst_distrib -t w_2018_14 # For that week    mkdir /project/<USER>cmodelconfigs/    multiBandDriver.py /datasets/hsc/repo --calib /datasets/hsc/repo/CALIB/ --rerun RC/w_2018_14/DM-13890:private/<USER>cmodelconfigs/w_2018_14 --id tract=9813 patch=3,4 filter=HSC-G^HSC-R^HSC-I^HSC-Z^HSC-Y^NB0921",Prepare HSC dataset for rerun,Setting up input data mirrors steps required in similar onboarding tasks.,inferred
DM-14116,Learn how to rerun command-line drivers on lsst-dev,"Yusra showed me how to source the latest weekly build of the pipeline and running command-line tasks on HSC data on lsst-dev, e.g.:    source scl_source enable devtoolset-6; source /software/lsstsw/stack3/loadLSST.bash    setup lsst_distrib -t w_2018_14 # For that week    mkdir /project/<USER>cmodelconfigs/    multiBandDriver.py /datasets/hsc/repo --calib /datasets/hsc/repo/CALIB/ --rerun RC/w_2018_14/DM-13890:private/<USER>cmodelconfigs/w_2018_14 --id tract=9813 patch=3,4 filter=HSC-G^HSC-R^HSC-I^HSC-Z^HSC-Y^NB0921",Run multiBandDriver with specified parameters,Executing the core driver task is analogous to DM-12461's rerun operations.,grounded
DM-14116,Learn how to rerun command-line drivers on lsst-dev,"Yusra showed me how to source the latest weekly build of the pipeline and running command-line tasks on HSC data on lsst-dev, e.g.:    source scl_source enable devtoolset-6; source /software/lsstsw/stack3/loadLSST.bash    setup lsst_distrib -t w_2018_14 # For that week    mkdir /project/<USER>cmodelconfigs/    multiBandDriver.py /datasets/hsc/repo --calib /datasets/hsc/repo/CALIB/ --rerun RC/w_2018_14/DM-13890:private/<USER>cmodelconfigs/w_2018_14 --id tract=9813 patch=3,4 filter=HSC-G^HSC-R^HSC-I^HSC-Z^HSC-Y^NB0921",Explain key command-line options,,grounded
DM-953,Move qserv-testdata.py to qserv_testdata package,"Andy S. suggests this during DM-622 review, but this needs to be studied deeply, as qserv_testdata goal is to store large datafile, difficult to version in git.",Identify all references to qserv-testdata.py,We must locate every occurrence of the file in the codebase to ensure a complete move.,inferred
DM-953,Move qserv-testdata.py to qserv_testdata package,"Andy S. suggests this during DM-622 review, but this needs to be studied deeply, as qserv_testdata goal is to store large datafile, difficult to version in git.",Create new package structure for qserv_testdata,This step requires defining the new package layout and updating import paths as per Python packaging standards.,inferred
DM-953,Move qserv-testdata.py to qserv_testdata package,"Andy S. suggests this during DM-622 review, but this needs to be studied deeply, as qserv_testdata goal is to store large datafile, difficult to version in git.",Refactor file contents to use new package path,"The actual code must be relocated within the new package, adjusting relative imports or module resolution where necessary.",inferred
DM-953,Move qserv-testdata.py to qserv_testdata package,"Andy S. suggests this during DM-622 review, but this needs to be studied deeply, as qserv_testdata goal is to store large datafile, difficult to version in git.",Update build systems and dependencies,"Ensure CI pipelines, setup scripts, and any dependency management recognize the new location of the file.",inferred
ALOY-1690,sourcemaps not being generated for files under lib,"h5.Description    Alloy should be generating sourcemaps for files under {{lib}} according to ALOY-616 but this currently is not occurring. It looks like this was broken in ALOY-1262 as it checks whether the target file (i.e the file we're about to write exists) rather than the file we're generating the sourcemap for.    h5.Steps to reproduce    1. Compile kitchensink-v2 {{\[appc\] alloy compile --config platform=ios}}  2. Check the sourcemap directory {{ls ./build/map/Resources/iphone}}    h5.Expected    There should be {{actionbar.js.map}}, {{logger.js.map}}, and, {{permissions.js.map}} files in that folder    h5.Actual    Those files do not exist",Verify if source map generation for lib files is disabled,"Check configuration settings that might prevent sourcemaps for lib files, similar to how ALOY-1691 was affected by file existence checks.",grounded
ALOY-1690,sourcemaps not being generated for files under lib,"h5.Description    Alloy should be generating sourcemaps for files under {{lib}} according to ALOY-616 but this currently is not occurring. It looks like this was broken in ALOY-1262 as it checks whether the target file (i.e the file we're about to write exists) rather than the file we're generating the sourcemap for.    h5.Steps to reproduce    1. Compile kitchensink-v2 {{\[appc\] alloy compile --config platform=ios}}  2. Check the sourcemap directory {{ls ./build/map/Resources/iphone}}    h5.Expected    There should be {{actionbar.js.map}}, {{logger.js.map}}, and, {{permissions.js.map}} files in that folder    h5.Actual    Those files do not exist",Test source map generation for actionbar.js in lib,"Confirm if the specific lib file's source map is missing, analogous to issues with generated JS files in past tickets.",hallucinated
ALOY-1690,sourcemaps not being generated for files under lib,"h5.Description    Alloy should be generating sourcemaps for files under {{lib}} according to ALOY-616 but this currently is not occurring. It looks like this was broken in ALOY-1262 as it checks whether the target file (i.e the file we're about to write exists) rather than the file we're generating the sourcemap for.    h5.Steps to reproduce    1. Compile kitchensink-v2 {{\[appc\] alloy compile --config platform=ios}}  2. Check the sourcemap directory {{ls ./build/map/Resources/iphone}}    h5.Expected    There should be {{actionbar.js.map}}, {{logger.js.map}}, and, {{permissions.js.map}} files in that folder    h5.Actual    Those files do not exist",Implement or fix configuration to enable lib sourcemaps,,hallucinated
DM-1124,Chebyshev approximation object for aperture corrections,"Using the interface defined in DM-740, implement a Chebyshev-based implementation to be used to interpolate aperture corrections across CCD-level interfaces.  A prototype is available on the HSC fork, which can be copied directly, modulo any interface changes on DM-740.  For more information, see the HSC Jira issue (which also includes the work associated with DM-740): https://hsc-jira.astro.princeton.edu/jira/browse/HSC-796 and the HSC git commits https://github.com/HyperSuprime-Cam/afw/compare/releases/S14A_0...tickets/DM-796",Implement Chebyshev interpolation interface,Adapts the HSC interface from DM-833 and modifies it to use Chebyshev polynomials for interpolation.,inferred
DM-1124,Chebyshev approximation object for aperture corrections,"Using the interface defined in DM-740, implement a Chebyshev-based implementation to be used to interpolate aperture corrections across CCD-level interfaces.  A prototype is available on the HSC fork, which can be copied directly, modulo any interface changes on DM-740.  For more information, see the HSC Jira issue (which also includes the work associated with DM-740): https://hsc-jira.astro.princeton.edu/jira/browse/HSC-796 and the HSC git commits https://github.com/HyperSuprime-Cam/afw/compare/releases/S14A_0...tickets/DM-796",Develop Chebyshev approximation logic,Requires coding a new interpolation method distinct from the prototype in DM-833.,inferred
DM-1124,Chebyshev approximation object for aperture corrections,"Using the interface defined in DM-740, implement a Chebyshev-based implementation to be used to interpolate aperture corrections across CCD-level interfaces.  A prototype is available on the HSC fork, which can be copied directly, modulo any interface changes on DM-740.  For more information, see the HSC Jira issue (which also includes the work associated with DM-740): https://hsc-jira.astro.princeton.edu/jira/browse/HSC-796 and the HSC git commits https://github.com/HyperSuprime-Cam/afw/compare/releases/S14A_0...tickets/DM-796",Integrate with CCD-level aperture correction data,,grounded
TIMOB-26648,Windows: ability to override global functions,"Relates to https://github.com/<USER>HAL/pull/86 , https://github.com/<USER>titanium-mobile-mocha-suite/blob/master/Resources/timers.test.js#L170-L176 and https://github.com/<USER>titanium_mobile/blob/master/common/Resources/ti.internal/extensions/binding.js    We already modified this behavior on iOS to allow to override global functions like `setTimeout`, which is typical of an environment like Node and is assumed by some of the popular JS testing frameworks.    I also ran into issues in overriding the standard require function in an effort to introduce cross-platform JS implementations of node-compatible """"""""core"""""""" modules.    iOS PR: <USER>titanium_mobile#10155  unit tests we're skipping on Windows due to this        Expected: `Overridden require` should be shown before requiring files.",Implement override for setTimeout on Windows,"Extend the existing iOS override mechanism to work on Windows, following the pattern from TIMOB-10155.",inferred
TIMOB-26648,Windows: ability to override global functions,"Relates to https://github.com/<USER>HAL/pull/86 , https://github.com/<USER>titanium-mobile-mocha-suite/blob/master/Resources/timers.test.js#L170-L176 and https://github.com/<USER>titanium_mobile/blob/master/common/Resources/ti.internal/extensions/binding.js    We already modified this behavior on iOS to allow to override global functions like `setTimeout`, which is typical of an environment like Node and is assumed by some of the popular JS testing frameworks.    I also ran into issues in overriding the standard require function in an effort to introduce cross-platform JS implementations of node-compatible """"""""core"""""""" modules.    iOS PR: <USER>titanium_mobile#10155  unit tests we're skipping on Windows due to this        Expected: `Overridden require` should be shown before requiring files.",Override require function for Windows builds,Adapt the cross-platform require override logic used in iOS (TIMOB-23997) to support Windows module resolution as per CommonJS spec.,inferred
TIMOB-26648,Windows: ability to override global functions,"Relates to https://github.com/<USER>HAL/pull/86 , https://github.com/<USER>titanium-mobile-mocha-suite/blob/master/Resources/timers.test.js#L170-L176 and https://github.com/<USER>titanium_mobile/blob/master/common/Resources/ti.internal/extensions/binding.js    We already modified this behavior on iOS to allow to override global functions like `setTimeout`, which is typical of an environment like Node and is assumed by some of the popular JS testing frameworks.    I also ran into issues in overriding the standard require function in an effort to introduce cross-platform JS implementations of node-compatible """"""""core"""""""" modules.    iOS PR: <USER>titanium_mobile#10155  unit tests we're skipping on Windows due to this        Expected: `Overridden require` should be shown before requiring files.",Integrate with testing frameworks' expectations,"Ensure that global function overrides and require changes are visible to unit tests, similar to how they're handled in mocha/timers tests (TIMOB-18975).",grounded
TIMOB-26648,Windows: ability to override global functions,"Relates to https://github.com/<USER>HAL/pull/86 , https://github.com/<USER>titanium-mobile-mocha-suite/blob/master/Resources/timers.test.js#L170-L176 and https://github.com/<USER>titanium_mobile/blob/master/common/Resources/ti.internal/extensions/binding.js    We already modified this behavior on iOS to allow to override global functions like `setTimeout`, which is typical of an environment like Node and is assumed by some of the popular JS testing frameworks.    I also ran into issues in overriding the standard require function in an effort to introduce cross-platform JS implementations of node-compatible """"""""core"""""""" modules.    iOS PR: <USER>titanium_mobile#10155  unit tests we're skipping on Windows due to this        Expected: `Overridden require` should be shown before requiring files.",Validate behavior across platforms,"Test the new Windows overrides for consistency with iOS and previous implementations (e.g., TIMOB-10155, TIMOB-23997).",grounded
DM-13583,Strategize DMTN upload to Docushare,Propose plan for handling DM tech notes in docushare.    There are a number of issues:    * Generating a PDF from rst tech note  * Allocating numbers in docushare.,Determine DMTN PDF Generation Workflow,"Decide on a reliable method to automatically generate PDFs from RST tech notes, considering existing tools like templatebot.",inferred
DM-13583,Strategize DMTN upload to Docushare,Propose plan for handling DM tech notes in docushare.    There are a number of issues:    * Generating a PDF from rst tech note  * Allocating numbers in docushare.,Design DocuShare Numbering Strategy for DMTNs,Propose and validate a numbering scheme that ensures unique identification and traceability of uploaded DMTNs in DocuShare.,inferred
DM-22741,Remove ap_association subtasks from ap_pipe. Change to single DiaPipelineTask subtask.,"Now that the new Gen3 subtask is created, remove the previously directly used ap_association subtasks from ap_pipe and replace with a DiaPipelineTask initialized as a subtask.",Remove legacy ap_association subtasks,"This subtask encapsulates the removal of all previous individual association tasks from 'ap_pipe' and replaces them with a single DiaPipelineTask, reducing code complexity as seen in similar Gen3 restructuring efforts.",inferred
MDL-40039,Add alternative to contextid for core_files_external::upload,"Add alternative to contextid for core_files_external::upload, contextid shouldn't be a required field as per the discussion on MDL-40037",Identify suitable alternative parameter,"Determine what parameter (e.g., file path, ID) can replace contextid to achieve the desired functionality.",inferred
MDL-40039,Add alternative to contextid for core_files_external::upload,"Add alternative to contextid for core_files_external::upload, contextid shouldn't be a required field as per the discussion on MDL-40037",Update core_files_external::upload signature,Modify the upload function to accept and utilize the new alternative parameter instead of contextid.,inferred
MDL-40039,Add alternative to contextid for core_files_external::upload,"Add alternative to contextid for core_files_external::upload, contextid shouldn't be a required field as per the discussion on MDL-40037",Update documentation and API references,Ensure that developers understand the change by updating relevant docs and examples.,inferred
XD-2703,Create Sqoop example,"As a developer, I'd like to build batch sample using _Sqoop_ so that we can demonstrate some of the capabilities.  *Use cases to consider:* * JDBC to HDFS * HDFS to JDBC",Implement JDBC to HDFS data import using Sqoop,Builds on XD-2480's benchmarking of Sqoop for JDBC→HDFS movement.,grounded
XD-2703,Create Sqoop example,"As a developer, I'd like to build batch sample using _Sqoop_ so that we can demonstrate some of the capabilities.  *Use cases to consider:* * JDBC to HDFS * HDFS to JDBC",Implement HDFS to JDBC export using Sqoop,"Adds the reverse direction not covered in previous examples, increasing overall scope.",inferred
XD-2703,Create Sqoop example,"As a developer, I'd like to build batch sample using _Sqoop_ so that we can demonstrate some of the capabilities.  *Use cases to consider:* * JDBC to HDFS * HDFS to JDBC",Create a unified batch job configuration UI,,hallucinated
XD-2703,Create Sqoop example,"As a developer, I'd like to build batch sample using _Sqoop_ so that we can demonstrate some of the capabilities.  *Use cases to consider:* * JDBC to HDFS * HDFS to JDBC",Add documentation and demo steps,,inferred
DM-2253,add third-party package builds for ngmix dependencies,"In addition to numpy and scipy, ngmix depends on the emcee and statsmodel packages.  While it can build without them, we probably want the full functionality.  I also see some undeclared dependencies on the """"""""esutil"""""""" and """"""""fitsio"""""""" packages (all from esheldon's GitHub), and there may be a few more dependencies on some of his own packages.    This issue includes creating a third-party build for ngmix itself.",Build numpy from source,,inferred
DM-2253,add third-party package builds for ngmix dependencies,"In addition to numpy and scipy, ngmix depends on the emcee and statsmodel packages.  While it can build without them, we probably want the full functionality.  I also see some undeclared dependencies on the """"""""esutil"""""""" and """"""""fitsio"""""""" packages (all from esheldon's GitHub), and there may be a few more dependencies on some of his own packages.    This issue includes creating a third-party build for ngmix itself.",Build scipy and emcee from source,,inferred
DM-2253,add third-party package builds for ngmix dependencies,"In addition to numpy and scipy, ngmix depends on the emcee and statsmodel packages.  While it can build without them, we probably want the full functionality.  I also see some undeclared dependencies on the """"""""esutil"""""""" and """"""""fitsio"""""""" packages (all from esheldon's GitHub), and there may be a few more dependencies on some of his own packages.    This issue includes creating a third-party build for ngmix itself.",Install statsmodel with required dependencies,,inferred
DM-2253,add third-party package builds for ngmix dependencies,"In addition to numpy and scipy, ngmix depends on the emcee and statsmodel packages.  While it can build without them, we probably want the full functionality.  I also see some undeclared dependencies on the """"""""esutil"""""""" and """"""""fitsio"""""""" packages (all from esheldon's GitHub), and there may be a few more dependencies on some of his own packages.    This issue includes creating a third-party build for ngmix itself.",Verify esutil and fitsio compatibility,,inferred
DM-2253,add third-party package builds for ngmix dependencies,"In addition to numpy and scipy, ngmix depends on the emcee and statsmodel packages.  While it can build without them, we probably want the full functionality.  I also see some undeclared dependencies on the """"""""esutil"""""""" and """"""""fitsio"""""""" packages (all from esheldon's GitHub), and there may be a few more dependencies on some of his own packages.    This issue includes creating a third-party build for ngmix itself.",Integrate all third-party packages into ngmix build environment,,grounded
TIMOB-24830,iOS: Cache module after the first require() call (regression to 5.x),"After adding NodeJS style require we have a regression with huge performance issue. Previously all modules were required() only once. Now every module including Alloy models, controllers, and widgets are looking for a lot of places on each require call.      simple replace of this code in KrollBridge.m    {code:objc}  else if ([path hasPrefix:@""""""""/""""""""]) {    module = [self loadAsFileOrDirectory:[[path substringFromIndex:1] stringByStandardizingPath] withContext:context];    if (module) {      return module;    }  }      makes an application ten times more responsive in case you have a lot Alloy.createModel or Alloy.createController.    and rid out logs like:",Identify module loading locations,Analyze where require() calls are made for Alloy models/controllers to locate all affected entry points.,inferred
