issue_key,ticket_title,ticket_description,subtask_title,subtask_reasoning,label
DM-3551,Attend SciPy 2015 tutorials,"Attend the tutorials at SciPy 2015 (July 6-7, 2015) in order to get hands-on experience with current scientific data analysis tools in the Python environment.    Planned attendance:   * Introduction to NumPy  * Building Python Data Applications with Blaze and Bokeh  * Efficient Python for High-Performance Parallel Computing  * Jupyter Advanced Topics Tutorial",Building Python Data Applications with Blaze and Bokeh,This subtask involves attending a tutorial that covers multiple tools and requires some prior knowledge of data analysis.,
DM-3551,Attend SciPy 2015 tutorials,"Attend the tutorials at SciPy 2015 (July 6-7, 2015) in order to get hands-on experience with current scientific data analysis tools in the Python environment.    Planned attendance:   * Introduction to NumPy  * Building Python Data Applications with Blaze and Bokeh  * Efficient Python for High-Performance Parallel Computing  * Jupyter Advanced Topics Tutorial",Efficient Python for High-Performance Parallel Computing,This subtask involves attending a tutorial that covers a specific topic and requires some prior knowledge of parallel computing.,
DM-3551,Attend SciPy 2015 tutorials,"Attend the tutorials at SciPy 2015 (July 6-7, 2015) in order to get hands-on experience with current scientific data analysis tools in the Python environment.    Planned attendance:   * Introduction to NumPy  * Building Python Data Applications with Blaze and Bokeh  * Efficient Python for High-Performance Parallel Computing  * Jupyter Advanced Topics Tutorial",Jupyter Advanced Topics Tutorial,This subtask involves attending a tutorial that covers advanced topics in Jupyter and requires some prior knowledge of Jupyter.,
DM-3645,Support the design of Firefly core system using React and FLUX,Working with Loi on the design of Firefly core system based React and FLUX frameowork,Design Firefly core system architecture,"This subtask involves designing the architecture of the Firefly core system, which is a key component of the overall system.",
DM-3645,Support the design of Firefly core system using React and FLUX,Working with Loi on the design of Firefly core system based React and FLUX frameowork,Collaborate with Loi on design,This subtask involves working with Loi to ensure that the design of the Firefly core system meets the requirements and expectations of the project.,
TIMOB-23983,iOS Debugger: Breakpoint not hit for Alloy applications,During debug on iOS of an Alloy application the breakpoints are not hit.     This is a regression on SDK as the issue happens with the 6.0 SDK but does not happen with 5.5.1.GA version of SDK    * The issue happens only for Alloy apps. For classic apps the breakpoints are hit successfully  * The issue occurs on both device and simulator  * This issue was found while testing the debug with TiCore framework     Steps to reproduce issue  1. Create a new alloy project  2. Add a breakpoint  3. Debug the project on iOS device or sim    Expected Results  The breakpoints are hit    Actual Results  The breakpoints are not hit,Reproduce the issue on a clean Alloy project,"This subtask involves creating a new Alloy project, adding a breakpoint, and debugging the project on iOS to reproduce the issue.",
TIMOB-23983,iOS Debugger: Breakpoint not hit for Alloy applications,During debug on iOS of an Alloy application the breakpoints are not hit.     This is a regression on SDK as the issue happens with the 6.0 SDK but does not happen with 5.5.1.GA version of SDK    * The issue happens only for Alloy apps. For classic apps the breakpoints are hit successfully  * The issue occurs on both device and simulator  * This issue was found while testing the debug with TiCore framework     Steps to reproduce issue  1. Create a new alloy project  2. Add a breakpoint  3. Debug the project on iOS device or sim    Expected Results  The breakpoints are hit    Actual Results  The breakpoints are not hit,Verify the issue occurs on both device and simulator,This subtask involves testing the issue on both an iOS device and simulator to ensure it is not device-specific.,
TIMOB-23983,iOS Debugger: Breakpoint not hit for Alloy applications,During debug on iOS of an Alloy application the breakpoints are not hit.     This is a regression on SDK as the issue happens with the 6.0 SDK but does not happen with 5.5.1.GA version of SDK    * The issue happens only for Alloy apps. For classic apps the breakpoints are hit successfully  * The issue occurs on both device and simulator  * This issue was found while testing the debug with TiCore framework     Steps to reproduce issue  1. Create a new alloy project  2. Add a breakpoint  3. Debug the project on iOS device or sim    Expected Results  The breakpoints are hit    Actual Results  The breakpoints are not hit,Investigate the issue with TiCore framework,This subtask involves investigating the issue further with the TiCore framework to identify the root cause.,
DM-2992,"Search processors to get image, table, or json from an external task","Implement three search processors, which use the External Task Launcher (DM-2991):    - to get a table (possibly in binary FITS format)  - to get an image  - to get JSON",Implement search processor to get a table,"This subtask is similar in scope to DM-2991, which had a story point estimate of 13.",
DM-2992,"Search processors to get image, table, or json from an external task","Implement three search processors, which use the External Task Launcher (DM-2991):    - to get a table (possibly in binary FITS format)  - to get an image  - to get JSON",Implement search processor to get an image,"This subtask is similar in scope to DM-7800, which had a story point estimate of 13.",
DM-2992,"Search processors to get image, table, or json from an external task","Implement three search processors, which use the External Task Launcher (DM-2991):    - to get a table (possibly in binary FITS format)  - to get an image  - to get JSON",Implement search processor to get JSON,"This subtask is similar in scope to DM-7800, which had a story point estimate of 13.",
TISTUD-8009,App Preview for iOS Adhoc builds,"With the Installr app integration, we're looking to add a flag in adhoc build distribution flows for uploading to Installr App.    Users should be able to flag their build to be uploaded to Installr.  When selected they should be able to add a description to their build.  Additional options available in the CLI plugin such as emailing existing users in the app or adding emails should also be in the form.    CLI plugin located here:  https://github.com/<USER>appc-app-preview-cli-hook",Add flag in adhoc build distribution flows,"This subtask involves adding a flag in adhoc build distribution flows for uploading to Installr App, which is a key feature of this ticket.",
TISTUD-8009,App Preview for iOS Adhoc builds,"With the Installr app integration, we're looking to add a flag in adhoc build distribution flows for uploading to Installr App.    Users should be able to flag their build to be uploaded to Installr.  When selected they should be able to add a description to their build.  Additional options available in the CLI plugin such as emailing existing users in the app or adding emails should also be in the form.    CLI plugin located here:  https://github.com/<USER>appc-app-preview-cli-hook",Allow users to add description to their build,"This subtask involves allowing users to add a description to their build, which is a secondary feature of this ticket.",
TISTUD-8009,App Preview for iOS Adhoc builds,"With the Installr app integration, we're looking to add a flag in adhoc build distribution flows for uploading to Installr App.    Users should be able to flag their build to be uploaded to Installr.  When selected they should be able to add a description to their build.  Additional options available in the CLI plugin such as emailing existing users in the app or adding emails should also be in the form.    CLI plugin located here:  https://github.com/<USER>appc-app-preview-cli-hook",Implement additional options in CLI plugin,"This subtask involves implementing additional options in the CLI plugin, such as emailing existing users in the app or adding emails, which is a minor feature of this ticket.",
MULE-8724,Operation state handling in extensions api,"We need to clearly define how to manage state within operations define with extensions api. Not only define how to implement each use case but also doing it in a way that fits the user mindset.    We need:   - Global state between operators   - Global state per config   - Global state per tenant config   - State for a particular operation (one per xml element) disregarding the config    I'm just trying to list all the cases, then we would have to try to come up with use cases for each use case.",Define global state between operators,"This subtask requires defining how to manage state between operators, which is a key aspect of operation state handling.",
MULE-8724,Operation state handling in extensions api,"We need to clearly define how to manage state within operations define with extensions api. Not only define how to implement each use case but also doing it in a way that fits the user mindset.    We need:   - Global state between operators   - Global state per config   - Global state per tenant config   - State for a particular operation (one per xml element) disregarding the config    I'm just trying to list all the cases, then we would have to try to come up with use cases for each use case.",Define global state per config,"This subtask requires defining how to manage state per config, which is another important aspect of operation state handling.",
MULE-8724,Operation state handling in extensions api,"We need to clearly define how to manage state within operations define with extensions api. Not only define how to implement each use case but also doing it in a way that fits the user mindset.    We need:   - Global state between operators   - Global state per config   - Global state per tenant config   - State for a particular operation (one per xml element) disregarding the config    I'm just trying to list all the cases, then we would have to try to come up with use cases for each use case.",Define global state per tenant config,"This subtask requires defining how to manage state per tenant config, which is a smaller but still important aspect of operation state handling.",
MULE-8724,Operation state handling in extensions api,"We need to clearly define how to manage state within operations define with extensions api. Not only define how to implement each use case but also doing it in a way that fits the user mindset.    We need:   - Global state between operators   - Global state per config   - Global state per tenant config   - State for a particular operation (one per xml element) disregarding the config    I'm just trying to list all the cases, then we would have to try to come up with use cases for each use case.",Define state for a particular operation,"This subtask requires defining how to manage state for a particular operation, which is a key aspect of operation state handling and requires more story points.",
DM-16390,Remove seqNum from obs_lsst/ts8 and prepare obs_lsst for bootcamp,"Test stand data has a totally different definition for the sequence number - it's the number within a sequence (Fe55, flats, darks, etc) and there are many sequences per day, hence this number is not unique within a day like it might be elsewhere.    It therefore can't be used with the dayObs for identifying exposures, and will be totally removed, and replaced with visit numbers.    Also, apply other fixes to necessary for bootcamp to run.",Remove seqNum from obs_lsst/ts8,"This subtask requires the removal of seqNum from obs_lsst/ts8, which is a relatively simple task.",
DM-16390,Remove seqNum from obs_lsst/ts8 and prepare obs_lsst for bootcamp,"Test stand data has a totally different definition for the sequence number - it's the number within a sequence (Fe55, flats, darks, etc) and there are many sequences per day, hence this number is not unique within a day like it might be elsewhere.    It therefore can't be used with the dayObs for identifying exposures, and will be totally removed, and replaced with visit numbers.    Also, apply other fixes to necessary for bootcamp to run.",Prepare obs_lsst for bootcamp,"This subtask requires applying other fixes necessary for bootcamp to run, which may require additional testing and validation.",
DM-19666,Produce task for identifying defects,"Building on the code written in DM-17490, produce a task which can identify defects",Implement defect identification algorithm,"This subtask involves implementing the algorithm to identify defects, which is the core of the task.",
DM-19666,Produce task for identifying defects,"Building on the code written in DM-17490, produce a task which can identify defects",Integrate with existing code,This subtask involves integrating the new algorithm with the existing code written in DM-17490.,
DM-19666,Produce task for identifying defects,"Building on the code written in DM-17490, produce a task which can identify defects",Test and verify the task,This subtask involves testing and verifying the task to ensure it works correctly.,
DM-9691,Time Series viewer: image issues,"I. Here are some test cases that do not behave as expected.  (lc_raw.tbl from WISE and LSST_ 2990683841366709.tbl from LSST are attached)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Upload LSST_2990683841366709.tbl, wait for 3 images to load. (The first image appears rotated 34 degrees)    1. http://localhost:8080/firefly/ts.html  2. Upload a raw table, wait for images to load  3. Change cutout size to 0.05 (all images reloaded, the first image appears with much smaller zoom then the others)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Select  5th row (5th image becomes middle, two more are loaded on the right)  4. Change cutout size to 0.05 (all images are reloaded)  5. Select 1st row (second image appears with larger zoom, taking all viewer space, while others appear small    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Choose rotate North (all images are rotated)  4. Select  5th row (5th image becomes middle, two more are loaded on the right - these do not appear rotated north and Target Match button gets unchecked)    II. In Safari Version 9.1.3, images do not appear in Expanded View. (Chrome is fine.)",Fix image rotation issue in Time Series viewer,"This subtask involves fixing the image rotation issue in the Time Series viewer, which is a specific and well-defined problem.",
DM-9691,Time Series viewer: image issues,"I. Here are some test cases that do not behave as expected.  (lc_raw.tbl from WISE and LSST_ 2990683841366709.tbl from LSST are attached)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Upload LSST_2990683841366709.tbl, wait for 3 images to load. (The first image appears rotated 34 degrees)    1. http://localhost:8080/firefly/ts.html  2. Upload a raw table, wait for images to load  3. Change cutout size to 0.05 (all images reloaded, the first image appears with much smaller zoom then the others)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Select  5th row (5th image becomes middle, two more are loaded on the right)  4. Change cutout size to 0.05 (all images are reloaded)  5. Select 1st row (second image appears with larger zoom, taking all viewer space, while others appear small    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Choose rotate North (all images are rotated)  4. Select  5th row (5th image becomes middle, two more are loaded on the right - these do not appear rotated north and Target Match button gets unchecked)    II. In Safari Version 9.1.3, images do not appear in Expanded View. (Chrome is fine.)",Fix image loading issue in Expanded View,"This subtask involves fixing the image loading issue in Expanded View, which is a specific and well-defined problem.",
DM-9691,Time Series viewer: image issues,"I. Here are some test cases that do not behave as expected.  (lc_raw.tbl from WISE and LSST_ 2990683841366709.tbl from LSST are attached)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Upload LSST_2990683841366709.tbl, wait for 3 images to load. (The first image appears rotated 34 degrees)    1. http://localhost:8080/firefly/ts.html  2. Upload a raw table, wait for images to load  3. Change cutout size to 0.05 (all images reloaded, the first image appears with much smaller zoom then the others)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Select  5th row (5th image becomes middle, two more are loaded on the right)  4. Change cutout size to 0.05 (all images are reloaded)  5. Select 1st row (second image appears with larger zoom, taking all viewer space, while others appear small    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Choose rotate North (all images are rotated)  4. Select  5th row (5th image becomes middle, two more are loaded on the right - these do not appear rotated north and Target Match button gets unchecked)    II. In Safari Version 9.1.3, images do not appear in Expanded View. (Chrome is fine.)",Fix image zoom issue in Time Series viewer,"This subtask involves fixing the image zoom issue in the Time Series viewer, which is a specific and well-defined problem.",
DM-9691,Time Series viewer: image issues,"I. Here are some test cases that do not behave as expected.  (lc_raw.tbl from WISE and LSST_ 2990683841366709.tbl from LSST are attached)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Upload LSST_2990683841366709.tbl, wait for 3 images to load. (The first image appears rotated 34 degrees)    1. http://localhost:8080/firefly/ts.html  2. Upload a raw table, wait for images to load  3. Change cutout size to 0.05 (all images reloaded, the first image appears with much smaller zoom then the others)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Select  5th row (5th image becomes middle, two more are loaded on the right)  4. Change cutout size to 0.05 (all images are reloaded)  5. Select 1st row (second image appears with larger zoom, taking all viewer space, while others appear small    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Choose rotate North (all images are rotated)  4. Select  5th row (5th image becomes middle, two more are loaded on the right - these do not appear rotated north and Target Match button gets unchecked)    II. In Safari Version 9.1.3, images do not appear in Expanded View. (Chrome is fine.)",Fix image rotation issue in Safari,"This subtask involves fixing the image rotation issue in Safari, which is a specific and well-defined problem.",
DM-9691,Time Series viewer: image issues,"I. Here are some test cases that do not behave as expected.  (lc_raw.tbl from WISE and LSST_ 2990683841366709.tbl from LSST are attached)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Upload LSST_2990683841366709.tbl, wait for 3 images to load. (The first image appears rotated 34 degrees)    1. http://localhost:8080/firefly/ts.html  2. Upload a raw table, wait for images to load  3. Change cutout size to 0.05 (all images reloaded, the first image appears with much smaller zoom then the others)    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Select  5th row (5th image becomes middle, two more are loaded on the right)  4. Change cutout size to 0.05 (all images are reloaded)  5. Select 1st row (second image appears with larger zoom, taking all viewer space, while others appear small    1. http://localhost:8080/firefly/ts.html  2. Upload WISE lc_raw.tbl, wait for 5 images to load  3. Choose rotate North (all images are rotated)  4. Select  5th row (5th image becomes middle, two more are loaded on the right - these do not appear rotated north and Target Match button gets unchecked)    II. In Safari Version 9.1.3, images do not appear in Expanded View. (Chrome is fine.)",Fix image loading issue in Safari,"This subtask involves fixing the image loading issue in Safari, which is a specific and well-defined problem.",
CLI-679,"Build: Update, Package and Deploy the dependencies","Unified CLI has a lot of dependencies/modules, and if a few of those modules are updated, then there is a chance that we are missing to include those updated modules in new version of appc-cli.    When we attempt to publish a new version of appc-cli, the proposal is -    - We know a list of dependencies (appc-cli-titanium, arrow, appc-platform-sdk...)  - Look for any code changes (in git) after the latest tag, or any changes after the recent version of appc-cli published date.  - For each modified dependent module,   -- Update the version  -- Publish the npm package  -- Tag a release in the specified branch (4_0_X or 4_1_X)  - Change the package.json of appc-cli with all of the modified module versions.  - Publish appc-cli.  - Tag appc-cli version in the github with the release name.",Update dependencies in appc-cli,This subtask involves updating the package.json of appc-cli with the modified module versions.,
CLI-679,"Build: Update, Package and Deploy the dependencies","Unified CLI has a lot of dependencies/modules, and if a few of those modules are updated, then there is a chance that we are missing to include those updated modules in new version of appc-cli.    When we attempt to publish a new version of appc-cli, the proposal is -    - We know a list of dependencies (appc-cli-titanium, arrow, appc-platform-sdk...)  - Look for any code changes (in git) after the latest tag, or any changes after the recent version of appc-cli published date.  - For each modified dependent module,   -- Update the version  -- Publish the npm package  -- Tag a release in the specified branch (4_0_X or 4_1_X)  - Change the package.json of appc-cli with all of the modified module versions.  - Publish appc-cli.  - Tag appc-cli version in the github with the release name.",Publish updated dependencies,This subtask involves publishing the npm packages of the updated dependencies.,
CLI-679,"Build: Update, Package and Deploy the dependencies","Unified CLI has a lot of dependencies/modules, and if a few of those modules are updated, then there is a chance that we are missing to include those updated modules in new version of appc-cli.    When we attempt to publish a new version of appc-cli, the proposal is -    - We know a list of dependencies (appc-cli-titanium, arrow, appc-platform-sdk...)  - Look for any code changes (in git) after the latest tag, or any changes after the recent version of appc-cli published date.  - For each modified dependent module,   -- Update the version  -- Publish the npm package  -- Tag a release in the specified branch (4_0_X or 4_1_X)  - Change the package.json of appc-cli with all of the modified module versions.  - Publish appc-cli.  - Tag appc-cli version in the github with the release name.",Tag releases in specified branches,This subtask involves tagging releases in the specified branches (4_0_X or 4_1_X) for the updated dependencies.,
CLI-679,"Build: Update, Package and Deploy the dependencies","Unified CLI has a lot of dependencies/modules, and if a few of those modules are updated, then there is a chance that we are missing to include those updated modules in new version of appc-cli.    When we attempt to publish a new version of appc-cli, the proposal is -    - We know a list of dependencies (appc-cli-titanium, arrow, appc-platform-sdk...)  - Look for any code changes (in git) after the latest tag, or any changes after the recent version of appc-cli published date.  - For each modified dependent module,   -- Update the version  -- Publish the npm package  -- Tag a release in the specified branch (4_0_X or 4_1_X)  - Change the package.json of appc-cli with all of the modified module versions.  - Publish appc-cli.  - Tag appc-cli version in the github with the release name.",Publish appc-cli with updated dependencies,This subtask involves publishing appc-cli with the updated dependencies.,
DM-16051,Read the literature on image differencing,"Read the papers by Alard & Lupton and ZOGY and understand the principles behind image differencing.    As you read them, you'll probably come across other papers you want to read or techniques you want to try out. Where those are more than a couple of hours of work, may new tickets to capture those activities.",Read the papers by Alard & Lupton,"This subtask involves reading a single paper and understanding its principles, which is a relatively straightforward task.",
DM-16051,Read the literature on image differencing,"Read the papers by Alard & Lupton and ZOGY and understand the principles behind image differencing.    As you read them, you'll probably come across other papers you want to read or techniques you want to try out. Where those are more than a couple of hours of work, may new tickets to capture those activities.",Read the papers by ZOGY,"This subtask involves reading another paper and understanding its principles, similar to the first subtask.",
DM-16051,Read the literature on image differencing,"Read the papers by Alard & Lupton and ZOGY and understand the principles behind image differencing.    As you read them, you'll probably come across other papers you want to read or techniques you want to try out. Where those are more than a couple of hours of work, may new tickets to capture those activities.",Identify additional papers and techniques to explore,This subtask involves reviewing the papers and identifying additional papers and techniques that require further investigation.,
DM-9867,Set up development environment on NCSA OpenStack,"A development playground (multi-node, consisting of czar, several workers, and some test data) is needed for prototyping data distribution and replication.  It is anticipated that this will be a non-containerized deployment on NCSA OpenStack VMs in order to facilitate rapid development.    The general plan for this effort includes the following steps:  # create and configure 1 *master* and 10 *worker* nodes  # external access to the cluster via the *Floating IP* of the *master* node  # user accounts and security: create user *qserv*, configure *ssh*, etc.  # allocate 11 volumes (one per node) for data and databases  # setup an NFS server on *master* to export some local folder to all workers for sharing *LSST* Stack and other relevant *LSST* packages  # setup the minimally required *RPM*s to support the software deployment and development efforts  # build a local copy of the *LSST* stack and other relevant package on the exported volume  # configure and start *Qserv* (using *Docker* container) on all nodes  # *IMPORTANT*: make a snapshot of the VMs of all instances  # import a data set (a subset of chunks of PDAC's *wise* or *stripe82*)",Create and configure master and worker nodes,"This task involves creating and configuring 11 nodes, which is a significant portion of the overall effort.",
DM-9867,Set up development environment on NCSA OpenStack,"A development playground (multi-node, consisting of czar, several workers, and some test data) is needed for prototyping data distribution and replication.  It is anticipated that this will be a non-containerized deployment on NCSA OpenStack VMs in order to facilitate rapid development.    The general plan for this effort includes the following steps:  # create and configure 1 *master* and 10 *worker* nodes  # external access to the cluster via the *Floating IP* of the *master* node  # user accounts and security: create user *qserv*, configure *ssh*, etc.  # allocate 11 volumes (one per node) for data and databases  # setup an NFS server on *master* to export some local folder to all workers for sharing *LSST* Stack and other relevant *LSST* packages  # setup the minimally required *RPM*s to support the software deployment and development efforts  # build a local copy of the *LSST* stack and other relevant package on the exported volume  # configure and start *Qserv* (using *Docker* container) on all nodes  # *IMPORTANT*: make a snapshot of the VMs of all instances  # import a data set (a subset of chunks of PDAC's *wise* or *stripe82*)",Configure external access and user accounts,"This task involves configuring the Floating IP and user accounts, which is a moderate portion of the overall effort.",
DM-9867,Set up development environment on NCSA OpenStack,"A development playground (multi-node, consisting of czar, several workers, and some test data) is needed for prototyping data distribution and replication.  It is anticipated that this will be a non-containerized deployment on NCSA OpenStack VMs in order to facilitate rapid development.    The general plan for this effort includes the following steps:  # create and configure 1 *master* and 10 *worker* nodes  # external access to the cluster via the *Floating IP* of the *master* node  # user accounts and security: create user *qserv*, configure *ssh*, etc.  # allocate 11 volumes (one per node) for data and databases  # setup an NFS server on *master* to export some local folder to all workers for sharing *LSST* Stack and other relevant *LSST* packages  # setup the minimally required *RPM*s to support the software deployment and development efforts  # build a local copy of the *LSST* stack and other relevant package on the exported volume  # configure and start *Qserv* (using *Docker* container) on all nodes  # *IMPORTANT*: make a snapshot of the VMs of all instances  # import a data set (a subset of chunks of PDAC's *wise* or *stripe82*)",Allocate volumes and setup NFS server,"This task involves allocating volumes and setting up an NFS server, which is a relatively small portion of the overall effort.",
DM-9867,Set up development environment on NCSA OpenStack,"A development playground (multi-node, consisting of czar, several workers, and some test data) is needed for prototyping data distribution and replication.  It is anticipated that this will be a non-containerized deployment on NCSA OpenStack VMs in order to facilitate rapid development.    The general plan for this effort includes the following steps:  # create and configure 1 *master* and 10 *worker* nodes  # external access to the cluster via the *Floating IP* of the *master* node  # user accounts and security: create user *qserv*, configure *ssh*, etc.  # allocate 11 volumes (one per node) for data and databases  # setup an NFS server on *master* to export some local folder to all workers for sharing *LSST* Stack and other relevant *LSST* packages  # setup the minimally required *RPM*s to support the software deployment and development efforts  # build a local copy of the *LSST* stack and other relevant package on the exported volume  # configure and start *Qserv* (using *Docker* container) on all nodes  # *IMPORTANT*: make a snapshot of the VMs of all instances  # import a data set (a subset of chunks of PDAC's *wise* or *stripe82*)",Setup RPMs and build local copy of LSST stack,"This task involves setting up RPMs and building a local copy of the LSST stack, which is a relatively small portion of the overall effort.",
DM-9867,Set up development environment on NCSA OpenStack,"A development playground (multi-node, consisting of czar, several workers, and some test data) is needed for prototyping data distribution and replication.  It is anticipated that this will be a non-containerized deployment on NCSA OpenStack VMs in order to facilitate rapid development.    The general plan for this effort includes the following steps:  # create and configure 1 *master* and 10 *worker* nodes  # external access to the cluster via the *Floating IP* of the *master* node  # user accounts and security: create user *qserv*, configure *ssh*, etc.  # allocate 11 volumes (one per node) for data and databases  # setup an NFS server on *master* to export some local folder to all workers for sharing *LSST* Stack and other relevant *LSST* packages  # setup the minimally required *RPM*s to support the software deployment and development efforts  # build a local copy of the *LSST* stack and other relevant package on the exported volume  # configure and start *Qserv* (using *Docker* container) on all nodes  # *IMPORTANT*: make a snapshot of the VMs of all instances  # import a data set (a subset of chunks of PDAC's *wise* or *stripe82*)",Configure and start Qserv,"This task involves configuring and starting Qserv, which is a relatively small portion of the overall effort.",
DM-12078,Build thread manager to monitor consumer thread heath in devices.,"This needed enhancement addresses the critical case that occurs when a consumer thread throws an exception and effectively dies. Now the death of a thread is detected and restarted. In addition, thread cleanup is now handled by events maintained in the thread manager.",Implement thread death detection and restart,"This subtask involves implementing the logic to detect thread death and restart it, which is a key feature of the thread manager.",
DM-12078,Build thread manager to monitor consumer thread heath in devices.,"This needed enhancement addresses the critical case that occurs when a consumer thread throws an exception and effectively dies. Now the death of a thread is detected and restarted. In addition, thread cleanup is now handled by events maintained in the thread manager.",Implement thread cleanup using events,This subtask involves implementing the logic to handle thread cleanup using events maintained in the thread manager.,
MDL-45780,"Neither formchangechecker, nor quiz autosave detects changes in Atto editors","Both quiz autosave code <USER>quiz/yui/src/autosave/js/autosave.js, and lib/yui/src/formchangechecker/js/formchangechecker.js require special code to work with TinyMCE.    It seems that it they will alos need special code to work with Atto, but no-one has written that.    To reproduce (Quiz)  # (Optional) Add $CFG->forced_plugin_settings = array('quiz' => array('autosaveperiod' => 3)); to your config.php to make thes easier to test. (Just a 3 second delay between a change and an auto-save.)  # Ensure you have a default set-up using Atto, not TinyMCE or another editor.  # Create a quiz containing one essay question, that uses the 'HTML editor with file picker' response type.  # Attempt the quiz, and Open the console. (The autosave code outputs useful debug messages to tell you what is going on - assuming you have developer debug on.)  # Type something in Atto, and verify that 3 seconds later (or whatever delay you set) an autosave ajax request happens.  # Add an image to Atto using the filepicker, and verify that cause an autosave too.    To reproduce (Formchangechecker)  # Go to a form, and click to make a new post.  # Type an X in the message box.  # Click the back button. You should get a warning that you are about to leave a page with unsaved data, but you don't.",Implement special code for Atto autosave,"This subtask involves implementing the special code required for Atto autosave, which is a key part of the ticket.",
MDL-45780,"Neither formchangechecker, nor quiz autosave detects changes in Atto editors","Both quiz autosave code <USER>quiz/yui/src/autosave/js/autosave.js, and lib/yui/src/formchangechecker/js/formchangechecker.js require special code to work with TinyMCE.    It seems that it they will alos need special code to work with Atto, but no-one has written that.    To reproduce (Quiz)  # (Optional) Add $CFG->forced_plugin_settings = array('quiz' => array('autosaveperiod' => 3)); to your config.php to make thes easier to test. (Just a 3 second delay between a change and an auto-save.)  # Ensure you have a default set-up using Atto, not TinyMCE or another editor.  # Create a quiz containing one essay question, that uses the 'HTML editor with file picker' response type.  # Attempt the quiz, and Open the console. (The autosave code outputs useful debug messages to tell you what is going on - assuming you have developer debug on.)  # Type something in Atto, and verify that 3 seconds later (or whatever delay you set) an autosave ajax request happens.  # Add an image to Atto using the filepicker, and verify that cause an autosave too.    To reproduce (Formchangechecker)  # Go to a form, and click to make a new post.  # Type an X in the message box.  # Click the back button. You should get a warning that you are about to leave a page with unsaved data, but you don't.",Implement special code for Formchangechecker,"This subtask involves implementing the special code required for Formchangechecker, which is another key part of the ticket.",
MDL-45780,"Neither formchangechecker, nor quiz autosave detects changes in Atto editors","Both quiz autosave code <USER>quiz/yui/src/autosave/js/autosave.js, and lib/yui/src/formchangechecker/js/formchangechecker.js require special code to work with TinyMCE.    It seems that it they will alos need special code to work with Atto, but no-one has written that.    To reproduce (Quiz)  # (Optional) Add $CFG->forced_plugin_settings = array('quiz' => array('autosaveperiod' => 3)); to your config.php to make thes easier to test. (Just a 3 second delay between a change and an auto-save.)  # Ensure you have a default set-up using Atto, not TinyMCE or another editor.  # Create a quiz containing one essay question, that uses the 'HTML editor with file picker' response type.  # Attempt the quiz, and Open the console. (The autosave code outputs useful debug messages to tell you what is going on - assuming you have developer debug on.)  # Type something in Atto, and verify that 3 seconds later (or whatever delay you set) an autosave ajax request happens.  # Add an image to Atto using the filepicker, and verify that cause an autosave too.    To reproduce (Formchangechecker)  # Go to a form, and click to make a new post.  # Type an X in the message box.  # Click the back button. You should get a warning that you are about to leave a page with unsaved data, but you don't.",Reproduce the issue in a quiz with a default set-up using Atto,"This subtask involves reproducing the issue in a quiz with a default set-up using Atto, which is a key part of the ticket.",
