issue_key,project,issue_type,title,description,actual_story_points,predicted_story_points,confidence,complex_flag,subtask_count,subtask_points_sum,subtask_titles,subtasks_json,reasoning,source
TIMOB-20004,The Titanium SDK ,Bug,iOS: Differences between new permission request responses,"While working in the [5.1 sample|https://github.com/<USER>developer-relations/appc-sample-ti510] I noticed some differences between the responses of the new permission request methods. I created a separate test case to show the differences so we can address them in a next release. Nothing big, except for the first bullet maybe.    * Unlike the others, the callback for {{requestLocationPermissions()}} is only called the first time. You have to force close and then re-open the app for it to work again.  * The response for {{requestLocationPermissions}} also has {{authorizationStatus}}, which would be very useful to have in the response for the others as well.  * On success, the response for {{requestLocationPermissions}} has an empty string for {{error}} where it should either have a message or be undefined.  * When unknown, {{requestContactsPermissions}} has a not very helpful _Access Denied_ {{error}} instead of just being undefined like {{Calendar}} and {{Camera}}.  * Unless permission was granted, the {{error}} for {{requestLocationPermissions}} is always _The user is unable to allow access to location._, which is not very helpful or even misleading since the user is perfectly able, he just denied permission to the app. Calendar and Contacts have better error messages.  * When denied, the response for {{requestCameraPermissions}} has no {{error}} like the others.  * I have no idea where {{code}} comes from but if I deny it (probably by coincidence) correctly maps to {{AUTHORIZATION_DENIED}} for Calendar and Contacts. Would be helpful to have the meaning of this code documented.  * In iOS 8, denying contacts permission sends success response to callback.     h2. Sample    Don't forget to add {{<key>NSLocationAlwaysUsageDescription</key><string>Deny or grant permission to test different scenarios.</string>}} to {{tiapp.xml}}.    {code:javascript}  var win = Ti.UI.createWindow({   backgroundColor: 'white'  });    var btn = Ti.UI.createButton({   title: 'Request Permissions'  });    btn.addEventListener('click', function(e) {     console.log('\n--------------------------------------------------------\n');     var Calendar = {};   Calendar[Ti.Calendar.AUTHORIZATION_AUTHORIZED] = 'AUTHORIZATION_AUTHORIZED';   Calendar[Ti.Calendar.AUTHORIZATION_DENIED] = 'AUTHORIZATION_DENIED';   Calendar[Ti.Calendar.AUTHORIZATION_RESTRICTED] = 'AUTHORIZATION_RESTRICTED';   Calendar[Ti.Calendar.AUTHORIZATION_UNKNOWN] = 'AUTHORIZATION_UNKNOWN';     console.log('Ti.Calendar.hasCalendarPermissions ' + Ti.Calendar.hasCalendarPermissions());   console.log('Ti.Calendar.eventsAuthorization Ti.Calendar.' + Calendar[Ti.Calendar.eventsAuthorization] + '\n');     var Contacts = {};   Contacts[Ti.Contacts.AUTHORIZATION_AUTHORIZED] = 'AUTHORIZATION_AUTHORIZED';   Contacts[Ti.Contacts.AUTHORIZATION_DENIED] = 'AUTHORIZATION_DENIED';   Contacts[Ti.Contacts.AUTHORIZATION_RESTRICTED] = 'AUTHORIZATION_RESTRICTED';   Contacts[Ti.Contacts.AUTHORIZATION_UNKNOWN] = 'AUTHORIZATION_UNKNOWN';     console.log('Ti.Contacts.hasContactsPermissions ' + Ti.Contacts.hasContactsPermissions());   console.log('Ti.Contacts.contactsAuthorization Ti.Contacts.' + Contacts[Ti.Contacts.contactsAuthorization] + '\n');     var Geolocation = {};   Geolocation[Ti.Geolocation.AUTHORIZATION_AUTHORIZED] = 'AUTHORIZATION_AUTHORIZED';   Geolocation[Ti.Geolocation.AUTHORIZATION_DENIED] = 'AUTHORIZATION_DENIED';   Geolocation[Ti.Geolocation.AUTHORIZATION_RESTRICTED] = 'AUTHORIZATION_RESTRICTED';   Geolocation[Ti.Geolocation.AUTHORIZATION_UNKNOWN] = 'AUTHORIZATION_UNKNOWN';   Geolocation[Ti.Geolocation.AUTHORIZATION_ALWAYS] = 'AUTHORIZATION_ALWAYS';   Geolocation[Ti.Geolocation.AUTHORIZATION_WHEN_IN_USE] = 'AUTHORIZATION_WHEN_IN_USE';     console.log('Ti.Geolocation.hasLocationPermissions ' + Ti.Geolocation.hasLocationPermissions(Ti.Geolocation.AUTHORIZATION_ALWAYS));   console.log('Ti.Geolocation.locationServicesAuthorization Ti.Geolocation.' + Geolocation[Ti.Geolocation.locationServicesAuthorization] + '\n');     var Media = {};   Media[Ti.Media.CAMERA_AUTHORIZATION_AUTHORIZED] = 'CAMERA_AUTHORIZATION_AUTHORIZED';   Media[Ti.Media.CAMERA_AUTHORIZATION_DENIED] = 'CAMERA_AUTHORIZATION_DENIED';   Media[Ti.Media.CAMERA_AUTHORIZATION_RESTRICTED] = 'CAMERA_AUTHORIZATION_RESTRICTED';   Media[Ti.Media.CAMERA_AUTHORIZATION_NOT_DETERMINED] = 'CAMERA_AUTHORIZATION_NOT_DETERMINED';     console.log('Ti.Media.hasCameraPermissions ' + Ti.Media.hasCameraPermissions());   console.log('Ti.Media.cameraAuthorizationStatus Ti.Media.' + Media[Ti.Media.cameraAuthorizationStatus] + '\n');     console.log('--------------------------------------------------------\n');     Ti.Calendar.requestCalendarPermissions(function(e) {    console.log('Ti.Calendar.requestCalendarPermissions ' + JSON.stringify(e, null, 2));    console.log('Ti.Calendar.requestCalendarPermissions:code (mapped) ' + Calendar[e.code] + '\n');   });     Ti.Contacts.requestContactsPermissions(function(e) {    console.log('Ti.Contacts.requestContactsPermissions ' + JSON.stringify(e, null, 2));    console.log('Ti.Contacts.requestContactsPermissions:code (mapped) ' + Contacts[e.code] + '\n');   });     Ti.Geolocation.requestLocationPermissions(Ti.Geolocation.AUTHORIZATION_ALWAYS, function(e) {    console.log('Ti.Geolocation.requestLocationPermissions ' + JSON.stringify(e, null, 2));    console.log('Ti.Geolocation.requestLocationPermissions:code (mapped) ' + Geolocation[e.code]);    console.log('Ti.Geolocation.requestLocationPermissions:authorizationStatus ' + Geolocation[e.authorizationStatus] + '\n');   });     Ti.Media.requestCameraPermissions(function(e) {    console.log('Ti.Media.requestCameraPermissions ' + JSON.stringify(e, null, 2));    console.log('Ti.Media.requestCameraPermissions:code (mapped) ' + Media[e.code] + '\n');   });    });    win.add(btn);  win.open();  {code}    h2. Logs    h3. Scenario: Deny All    {code}  [INFO]  Ti.Calendar.hasCalendarPermissions false  [INFO]  Ti.Calendar.eventsAuthorization Ti.Calendar.AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Contacts.hasContactsPermissions false  [INFO]  Ti.Contacts.contactsAuthorization Ti.Contacts.AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Geolocation.hasLocationPermissions false  [INFO]  Ti.Geolocation.locationServicesAuthorization Ti.Geolocation.AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Media.hasCameraPermissions false  [INFO]  Ti.Media.cameraAuthorizationStatus Ti.Media.CAMERA_AUTHORIZATION_NOT_DETERMINED  [INFO]  [INFO]  Ti.Calendar.requestCalendarPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""code"""""""": 1  [INFO]  }  [INFO]  Ti.Calendar.requestCalendarPermissions:code (mapped) AUTHORIZATION_RESTRICTED  [INFO]  [INFO]  Ti.Contacts.requestContactsPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""error"""""""": """"""""Access Denied"""""""",  [INFO]    """"""""code"""""""": 100  [INFO]  }  [INFO]  Ti.Contacts.requestContactsPermissions:code (mapped) undefined  [INFO]  [INFO]  Ti.Media.requestCameraPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""code"""""""": 1  [INFO]  }  [INFO]  Ti.Media.requestCameraPermissions:code (mapped) CAMERA_AUTHORIZATION_RESTRICTED  {code}    Because of TIMOB-20002 I use the Ti 5.1 Sample App to read the Geolocation callback:    {code}  [INFO]  Ti.Geolocation.requestLocationPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""code"""""""": 1,  [INFO]    """"""""authorizationStatus"""""""": 2,  [INFO]    """"""""error"""""""": """"""""The user is unable to allow access to location.""""""""  [INFO]  }  [INFO]  Ti.Geolocation.requestLocationPermissions.code (mapped) Ti.Geolocation.AUTHORIZATION_RESTRICTED  [INFO]  Ti.Geolocation.requestLocationPermissions.authorizationStatus (mapped) Ti.Geolocation.AUTHORIZATION_DENIED  {code}    h3. Scenario: Denied Before    {code}  [INFO]  Ti.Calendar.hasCalendarPermissions false  [INFO]  Ti.Calendar.eventsAuthorization Ti.Calendar.AUTHORIZATION_DENIED  [INFO]  [INFO]  Ti.Contacts.hasContactsPermissions false  [INFO]  Ti.Contacts.contactsAuthorization Ti.Contacts.AUTHORIZATION_DENIED  [INFO]  [INFO]  Ti.Geolocation.hasLocationPermissions false  [INFO]  Ti.Geolocation.locationServicesAuthorization Ti.Geolocation.AUTHORIZATION_DENIED  [INFO]  [INFO]  Ti.Media.hasCameraPermissions false  [INFO]  Ti.Media.cameraAuthorizationStatus Ti.Media.CAMERA_AUTHORIZATION_DENIED  [INFO]  [INFO]  --------------------------------------------------------  [INFO]  [INFO]  Ti.Calendar.requestCalendarPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""error"""""""": """"""""The user has denied access to events in Calendar."""""""",  [INFO]    """"""""code"""""""": 2  [INFO]  }  [INFO]  Ti.Calendar.requestCalendarPermissions:code (mapped) AUTHORIZATION_DENIED  [INFO]  [INFO]  Ti.Contacts.requestContactsPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""error"""""""": """"""""The user has denied access to the address book"""""""",  [INFO]    """"""""code"""""""": 2  [INFO]  }  [INFO]  Ti.Contacts.requestContactsPermissions:code (mapped) AUTHORIZATION_DENIED  [INFO]  [INFO]  Ti.Media.requestCameraPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""code"""""""": 1  [INFO]  }  [INFO]  Ti.Media.requestCameraPermissions:code (mapped) CAMERA_AUTHORIZATION_RESTRICTED  {code}    Because of TIMOB-20002 I use the Ti 5.1 Sample App to read the Geolocation callback:    {code}  [INFO]  Ti.Geolocation.requestLocationPermissions {  [INFO]    """"""""success"""""""": false,  [INFO]    """"""""code"""""""": 1,  [INFO]    """"""""authorizationStatus"""""""": 2,  [INFO]    """"""""error"""""""": """"""""The user is unable to allow access to location.""""""""  [INFO]  }  [INFO]  Ti.Geolocation.requestLocationPermissions.code (mapped) Ti.Geolocation.AUTHORIZATION_RESTRICTED  [INFO]  Ti.Geolocation.requestLocationPermissions.authorizationStatus (mapped) Ti.Geolocation.AUTHORIZATION_DENIED  {code}    h3. Scenario: Allow All    {code}  [INFO]  Ti.Calendar.hasCalendarPermissions false  [INFO]  Ti.Calendar.eventsAuthorization Ti.Calendar.AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Contacts.hasContactsPermissions false  [INFO]  Ti.Contacts.contactsAuthorization Ti.Contacts.AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Geolocation.hasLocationPermissions false  [INFO]  Ti.Geolocation.locationServicesAuthorization Ti.Geolocation.AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Media.hasCameraPermissions false  [INFO]  Ti.Media.cameraAuthorizationStatus Ti.Media.CAMERA_AUTHORIZATION_NOT_DETERMINED  [INFO]  [INFO]  --------------------------------------------------------  [INFO]  [INFO]  Ti.Calendar.requestCalendarPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0  [INFO]  }  [INFO]  Ti.Calendar.requestCalendarPermissions:code (mapped) AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Contacts.requestContactsPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0  [INFO]  }  [INFO]  Ti.Contacts.requestContactsPermissions:code (mapped) AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Media.requestCameraPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0  [INFO]  }  [INFO]  Ti.Media.requestCameraPermissions:code (mapped) CAMERA_AUTHORIZATION_NOT_DETERMINED  {code}    Because of TIMOB-20002 I use the Ti 5.1 Sample App to read the Geolocation callback:    {code}  [INFO]  Ti.Geolocation.requestLocationPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0,  [INFO]    """"""""authorizationStatus"""""""": 3,  [INFO]    """"""""error"""""""": """"""""""""""""  [INFO]  }  [INFO]  Ti.Geolocation.requestLocationPermissions.code (mapped) Ti.Geolocation.AUTHORIZATION_UNKNOWN  [INFO]  Ti.Geolocation.requestLocationPermissions.authorizationStatus (mapped) Ti.Geolocation.AUTHORIZATION_AUTHORIZED  {code}    h3. Scenario: Allowed All Before    {code}  [INFO]  Ti.Calendar.hasCalendarPermissions true  [INFO]  Ti.Calendar.eventsAuthorization Ti.Calendar.AUTHORIZATION_AUTHORIZED  [INFO]  [INFO]  Ti.Contacts.hasContactsPermissions true  [INFO]  Ti.Contacts.contactsAuthorization Ti.Contacts.AUTHORIZATION_AUTHORIZED  [INFO]  [INFO]  Ti.Geolocation.hasLocationPermissions true  [INFO]  Ti.Geolocation.locationServicesAuthorization Ti.Geolocation.AUTHORIZATION_ALWAYS  [INFO]  [INFO]  Ti.Media.hasCameraPermissions true  [INFO]  Ti.Media.cameraAuthorizationStatus Ti.Media.CAMERA_AUTHORIZATION_AUTHORIZED  [INFO]  [INFO]  --------------------------------------------------------  [INFO]  [INFO]  Ti.Calendar.requestCalendarPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0  [INFO]  }  [INFO]  Ti.Calendar.requestCalendarPermissions:code (mapped) AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Contacts.requestContactsPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0  [INFO]  }  [INFO]  Ti.Contacts.requestContactsPermissions:code (mapped) AUTHORIZATION_UNKNOWN  [INFO]  [INFO]  Ti.Media.requestCameraPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0  [INFO]  }  [INFO]  Ti.Media.requestCameraPermissions:code (mapped) CAMERA_AUTHORIZATION_NOT_DETERMINED  {code}    Because of TIMOB-20002 I use the Ti 5.1 Sample App to read the Geolocation callback:    {code}  [INFO]  Ti.Geolocation.requestLocationPermissions {  [INFO]    """"""""success"""""""": true,  [INFO]    """"""""code"""""""": 0,  [INFO]    """"""""authorizationStatus"""""""": 3,  [INFO]    """"""""error"""""""": """"""""""""""""  [INFO]  }  [INFO]  Ti.Geolocation.requestLocationPermissions.code (mapped) Ti.Geolocation.AUTHORIZATION_UNKNOWN  [INFO]  Ti.Geolocation.requestLocationPermissions.authorizationStatus (mapped) Ti.Geolocation.AUTHORIZATION_AUTHORIZED  {code}",3,8,0.7,True,4,8,Investigate and fix requestLocationPermissions callback issue | Standardize error messages and authorization statuses across permission request methods | Review and update documentation for permission request methods | Test and verify fixes across different scenarios and platforms,"[{""title"": ""Investigate and fix requestLocationPermissions callback issue"", ""story_points"": 3, ""reasoning"": ""The callback for requestLocationPermissions is only called the first time, requiring an investigation into the underlying cause and a fix to ensure consistent behavior.""}, {""title"": ""Standardize error messages and authorization statuses across permission request methods"", ""story_points"": 2, ""reasoning"": ""The different permission request methods have varying error messages and authorization statuses, which need to be standardized to ensure consistency and clarity.""}, {""title"": ""Review and update documentation for permission request methods"", ""story_points"": 1, ""reasoning"": ""The documentation for the permission request methods may need to be updated to reflect any changes made to the implementation, ensuring that developers have accurate information.""}, {""title"": ""Test and verify fixes across different scenarios and platforms"", ""story_points"": 2, ""reasoning"": ""Thorough testing is required to ensure that the fixes work correctly across different scenarios, such as denying or allowing permissions, and on various platforms.""}]","The ticket involves multiple permission request methods with different behaviors, requiring a thorough review and potential changes to the underlying implementation. The presence of various error messages and authorization statuses adds complexity to the issue. The provided sample code and logs will aid in debugging, but the scope of the changes is still uncertain.",llm:llama-3.3-70b-versatile
CONFSERVER-44930,Atlassian Confluence Server,Bug,BR elements between inline macros,"{panel:bgColor=#e7f4fa}   *NOTE:* This bug report is for *Confluence Server*. Using *Confluence Cloud*? [See the corresponding bug report|http://jira.<USER>browse/CONFCLOUD-44930].   {panel}  Steps to reproduce:    * create empty page  * insert excerpt macro using { notation then write something inside then hit the down arrow  * insert second excerpt macro using { notation then write something inside then hit the down arrow  * insert third excerpt macro using { notation and write something inside  * check that all three macros have the """"""""inline"""""""" display option selected (by clicking on the macro placeholder to show the property panel)  * update the page to go back into the page view mode  * result shared-drafts turned on: spans are on three different lines  * result shared-drafts turned off: spans are on the same line",3,5,0.8,False,0,0,,[],"The ticket involves a specific bug related to the display of inline macros in Confluence Server. The steps to reproduce are clear, but the underlying cause and required fix are unknown, which reduces confidence. The scope appears to be limited to the excerpt macro and its interaction with the page view mode.",llm:llama-3.3-70b-versatile
MULE-10761,Mule,Task,HTTP Service: Move specific dependencies to the service and remove them from the container,"Libraries such as AHC and grizzly that are specific for http shouldn't be in the container classloader, but rather on the service's.",3,5,0.8,False,0,0,,[],"The task involves moving specific dependencies to the HTTP service and removing them from the container classloader. This requires understanding of the current dependency structure and potential impact on the system. The scope seems well-defined, but there might be unknowns related to integration with other components.",llm:llama-3.3-70b-versatile
BAM-4871,Atlassian Bamboo ,Bug,REST: Incorrect representation of JSON data,JSON data which is returned from the builds rest api service is incorrect. Please see screenshots.    Example: https://bamboo.extranet.atlassian.com/rest/api/latest/build/CRUC.json?expand=builds.build,3,5,0.7,False,0,0,,[],"The ticket involves investigating and fixing an issue with the REST API's JSON data representation. The provided example and screenshots should help with debugging, but the root cause and required changes are still unknown. The scope appears to be limited to a specific API endpoint.",llm:llama-3.3-70b-versatile
BE-360,Hyperledger Blockchain Explorer,New Feature,Re-Ducks Merge Master Into Re-Ducks Branch,Merge master into Reducks branch.,3,2,0.8,False,0,0,,[],"This task involves a straightforward merge operation, but there may be conflicts that need to be resolved. The scope is relatively small and well-defined. However, the confidence is not 1.0 due to potential unknowns in the merge process.",llm:llama-3.3-70b-versatile
SERVER-35036,MongoDB Core Server,Task,Remove database and collection cleanup from $config.teardown functions,"As mentioned in [this comment|https://jira.mongodb.org/browse/SERVER-34548?focusedCommentId=1868113&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-1868113] of SERVER-34548, having FSM workloads drop their (unique) database or collection in the {{$config.teardown()}} function undermines our data consistency checks as the contents will be deleted before the resmoke.py hooks run. We should leave it to the {{CleanupConcurrencyWorkloads}} hook from SERVER-30204 to drop all the databases and collections after the data consistency checks run.",3,5,0.8,False,0,0,,[],"The task involves modifying the $config.teardown functions to remove database and collection cleanup. This requires understanding of the current implementation and the impact of the change on data consistency checks. The scope is relatively contained, but there may be unknowns related to potential side effects or interactions with other subsystems.",llm:llama-3.3-70b-versatile
BAM-8216,Atlassian Bamboo ,Bug,Build hung never finish in the UI even after killing agent and all the related process,"Hi, we got this build:    https://bamboo-extranet.atlassian.com/build/result/viewBuildResults.action?buildKey=JST-NONGAPPS-FFWDRV&buildNumber=176 that was hung. A manual stop didn't work so we killed the process and the agents.    In spite of doing that the UI still thinks that is building something, even when the agent (2@atlassian25) was idle and after that building other plans.    You can check the thread-dump of the server here: https://extranet.atlassian.com/jira/browse/ADM-12681    The plan was executed again, but the UI still thinks it is building 176. Maybe it is because """"""""Concurrency builds"""""""" is set to 2.",3,8,0.7,True,3,10,Investigate thread dump and build logs | Review agent management and concurrency settings | Develop and test a fix for the UI update issue,"[{""title"": ""Investigate thread dump and build logs"", ""story_points"": 2, ""reasoning"": ""Analyze the provided thread dump and build logs to identify potential causes of the hang.""}, {""title"": ""Review agent management and concurrency settings"", ""story_points"": 3, ""reasoning"": ""Examine the agent management and concurrency settings to determine if they are contributing to the issue.""}, {""title"": ""Develop and test a fix for the UI update issue"", ""story_points"": 5, ""reasoning"": ""Create a fix to ensure the UI accurately reflects the build status, even when concurrency builds are enabled.""}]","The issue involves a build hanging in the UI despite manual stop and process termination, indicating a potential problem with concurrency or agent management. The thread dump and build logs may provide valuable insights, but the complexity of the issue and potential interactions with multiple subsystems reduce confidence. The fact that the plan was re-executed without resolving the issue suggests a deeper problem.",llm:llama-3.3-70b-versatile
TISTUD-2653,Appcelerator Studio,Story,Dashboard: Configure: MobileWeb: configure link open general browser settings instead of mobileweb runtime settings,Dashboard > Configure > MobileWeb > 'here' opens General Browser Preferences instead of MobileWeb sdk runtime preferences.,3,2,0.8,False,0,0,,[],"The ticket involves changing the link target in the Dashboard Configure section. The scope is relatively small and focused on a specific UI element. However, there might be some integration considerations with the General Browser Preferences and MobileWeb sdk runtime preferences.",llm:llama-3.3-70b-versatile
DM-24096,Lsstcorp Data management,Story,June 2020 PM Planning,Planning for the June 2020 PM. Plan for PM will be linked to the maintenance story for the month  This ticket had been created automatically Primavera ID: None,5,2,0.8,False,0,0,,[],"This ticket appears to be a planning task, which is typically a low-complexity activity. The scope is limited to planning for the June 2020 PM, and there are no obvious unknowns or integration points. The fact that it was created automatically suggests a straightforward process.",llm:llama-3.3-70b-versatile
TISTUD-2743,Appcelerator Studio,Bug,Node.ACS: Can not import removed Node.ACS project,"After removing (but not deleting) an ACS Node project that has been published from the workspace, Titanium studio can not import the project. The import project wizard does not have an ACS project choice, and trying to promote the folder to a project throws the following error:      This is not a regression.    Steps to reproduce:  1. Create a new Node.ACS project.  2. Publish the project.  3. From the project Explorer remove the project from the workspace without removing the published app.  4. Try to import the project back into the workspace.    Expected result:  Import should give a warning that the published project exists and might be overwritten and allow the user to continue.    Actual results:  Import wizard does not recognized the project type. Creating from a folder causes NPE.",5,5,0.8,False,0,0,,[],"The issue seems to be related to the import project wizard not recognizing the Node.ACS project type after removal from the workspace. The steps to reproduce are clear, but the underlying cause may require investigation. The fix may involve updating the import wizard to handle removed projects correctly.",llm:llama-3.3-70b-versatile
DM-8913,Lsstcorp Data management,Story,Create new HSC calibs,"A year has gone by since our last calibs were taken, and so we need to create more to support data obtained in 2016.",5,5,0.6,False,0,0,,[],"The task involves creating new calibs, which is a recurring process, but the specifics of the implementation and potential integration with existing systems are unclear. The fact that a year has passed since the last calibs were taken may introduce some unknowns. The scope seems relatively contained, but the complexity of the calibs creation process and potential dependencies on other systems or data are not well-defined.",llm:llama-3.3-70b-versatile
TIMOB-19149,The Titanium SDK ,Improvement,iOS9: Adopt IPv6 requirement for App Store Submissions,"“Because IPv6 support is so critical to ensuring your applications work across the world for every customer, we are making it an AppStore submission requirement, starting with iOS 9.”    http://www.internetsociety.org/deploy360/blog/2015/06/apple-will-require-ipv6-support-for-all-ios-9-apps/    h4. Quote from link  {quote}  Three steps all developers can take to make sure their applications work over IPv6 networks:  - Use the networking frameworks (for example, “NSURLSession”)  - Avoid use of IPv4-specific APIs  - Avoid hard-coded IP addresses    Essentially, if app developers are using the higher level APIs and frameworks and aren’t hacking around at the IP layer, their apps should probably “just work” on top of either IPv4 or IPv6.  This is an important point – most iOS developers probably do not need to do anything on the development side. Assuming they have followed best practices in coding and are using the iOS networking frameworks, they should be all set.  Some developers, though, may be using lower level APIs that may involve direct usage of IPv4 addresses. Some developers may also be using the user’s IPv4 address as an identifier or for logging or configuration purposes.  But again, most iOS developers probably don’t need to change their code to support IPv6.  {quote}    Apple Guide: [here|https://developer.apple.com/library/prerelease/ios/documentation/NetworkingInternetWeb/Conceptual/NetworkingOverview/UnderstandingandPreparingfortheIPv6Transition/UnderstandingandPreparingfortheIPv6Transition.html#//apple_ref/doc/uid/TP40010220-CH213-SW1]",5,5,0.7,False,0,0,,[],"The ticket requires adopting IPv6 support for App Store submissions, which involves reviewing and potentially modifying the Titanium SDK's networking frameworks. The scope is relatively well-defined, but there may be unknowns related to the implementation details and potential edge cases. The integration surface is also a consideration, as the change needs to work seamlessly with existing iOS 9 functionality.",llm:llama-3.3-70b-versatile
TIDOC-2112,Titanium Mobile Platform,New Feature,Mix-in Alloy Github edit URLs,"For TIDOC-2058, I had thought we could just add the @editurl tags to the Alloy docs manually (https://github.com/appcelerator/alloy/pull/659). This works, but preferably this feature would have no dependencies on the Alloy code repos, and be handled as a doc build task.    This PR adds a folder with a JS file that provides the edit URLs for each public Alloy class. JSDuck auto-magically merges this with the core Alloy docs. This folder is added to the {{$alloyDirs}} script variable. I submitted a PR to revert the merged changes to the Alloy repo.",5,5,0.8,False,0,0,,[],"The ticket involves adding a new feature to the Titanium Mobile Platform by creating a JS file to provide edit URLs for Alloy classes. The scope is relatively contained, with a clear goal of integrating with JSDuck. However, the complexity of the JSDuck integration and potential edge cases may affect the estimate. The ticket also involves reverting changes to the Alloy repo, which adds some uncertainty.",llm:llama-3.3-70b-versatile
DM-2923,Lsstcorp Data management,Story,Port HSC-1199 to LSST (UNMASKEDNAN mask propagates to all amplifiers),Port issue HSC-1199 to LSST stack to address UNMASKEDNAN mask propagates to all amplifiers,5,5,0.7,False,0,0,,[],"The ticket involves porting an existing issue to the LSST stack, which may require modifications to accommodate the LSST architecture. The scope of the work is relatively contained, but there may be unknowns related to integration with other components. The fact that the issue is already addressed in HSC-1199 provides a clear starting point.",llm:llama-3.3-70b-versatile
MULE-9851,Mule,Enhancement Request,Support for parsing maps,"Need to add support for parsing Maps. Just like with collections, it should be possible to provide a Supplier<Map> which creates the map instance    Examples of desired syntax:    *From String to list of strings*        {code:xml}  <heisenberg:deaths-by-seasons>              <heisenberg:deaths-by-season key=""""""""s01"""""""">                  <heisenberg:deaths-by-season-item value=""""""""emilio""""""""/>                  <heisenberg:deaths-by-season-item value=""""""""domingo""""""""/>              </heisenberg:deaths-by-season>              <heisenberg:deaths-by-season key=""""""""s02"""""""" value=""""""""#[['some', 'other']]""""""""/>              <heisenberg:deaths-by-season key=""""""""s02"""""""" value=""""""""#[['tuco', 'tortuga']]""""""""/>          </heisenberg:deaths-by-seasons>  {code}    *From String to Long*  {code:java}  private Map<String, Long> recipe;  {code}    {code:xml}  <heisenberg:recipes>              <heisenberg:recipe key=""""""""methylamine"""""""" value=""""""""75""""""""/>              <heisenberg:recipe key=""""""""pseudoephedrine"""""""" value=""""""""0""""""""/>              <heisenberg:recipe key=""""""""P2P"""""""" value=""""""""#[24+1]""""""""/>          </heisenberg:recipes>  {code}    *From String to Object*  {code:java}  private Map<String, Ricin> labeledRicin;  {code}    {code:xml}  <heisenberg:labeled-ricins>              <heisenberg:labeled-ricin key=""""""""pojo"""""""">                  <heisenberg:ricin microgramsPerKilo=""""""""22"""""""">                      <heisenberg:destination>                          <heisenberg:door victim=""""""""Lidia"""""""" address=""""""""Stevia coffe shop""""""""/>                      </heisenberg:destination>                  </heisenberg:ricin>              </heisenberg:labeled-ricin>          </heisenberg:labeled-ricins>  {code}",5,13,0.7,True,3,13,"Support for parsing maps with string keys and values | Support for parsing maps with complex data types (e.g., lists, objects) | Integration with existing collection parsing and error handling","[{""title"": ""Support for parsing maps with string keys and values"", ""story_points"": 5, ""reasoning"": ""This subtask involves implementing the basic parsing functionality for maps with string keys and values.""}, {""title"": ""Support for parsing maps with complex data types (e.g., lists, objects)"", ""story_points"": 5, ""reasoning"": ""This subtask involves extending the parsing functionality to handle more complex data types, such as lists and objects.""}, {""title"": ""Integration with existing collection parsing and error handling"", ""story_points"": 3, ""reasoning"": ""This subtask involves integrating the new map parsing functionality with the existing collection parsing and error handling mechanisms.""}]","The ticket requires adding support for parsing maps, which involves handling different data types and syntax. The scope includes supporting Supplier<Map> and various examples of desired syntax. However, the complexity of integrating with existing collection parsing and handling edge cases reduces confidence. The ticket's scope is well-defined, but the integration surface and potential unknowns, such as error handling and performance implications, contribute to the moderate confidence level.",llm:llama-3.3-70b-versatile
